file,test_case,category,expected,predicted_raw,accuracy,precision,recall
test14-8C00CHY-medium.jpg,test14,medium,8C00CHY,"[{'plate': '8C00CHY', 'confidence': 0.9873736744053935}]",1,1.0,1.0
test15-BCK7900-medium.jpg,test15,medium,BCK7900,"[{'plate': 'BCK7900', 'confidence': 0.9998401870277056}]",1,1.0,1.0
test16-8WXI716-medium.jpg,test16,medium,8WXI716,"[{'plate': '8WX716', 'confidence': 0.9988787333562581}]",0,1.0,0.8571428571428571
test17-CTX7536-medium.jpg,test17,medium,CTX7536,"[{'plate': 'CTX7536', 'confidence': 0.9997282979459675}]",1,1.0,1.0
test22-FA1LURE-medium.jpg,test22,medium,FA1LURE,"[{'plate': 'FA1LURE', 'confidence': 0.9954968288394972}]",1,1.0,1.0
test23-HELLOYOU-medium.jpg,test23,medium,HELLOYOU,"[{'plate': 'HELLOYOU', 'confidence': 0.9730824045032773}]",1,1.0,1.0
test27-MANUP-medium.jpg,test27,medium,MANUP,"[{'plate': 'MANUP', 'confidence': 0.9817947205923809}]",1,1.0,1.0
test35-CEARTH1-medium.jpg,test35,medium,CEARTH1,"[{'plate': 'CEARTH1', 'confidence': 0.9995392076661749}]",1,1.0,1.0
test36-IH8422-medium.jpg,test36,medium,IH8422,"[{'plate': 'IH8422', 'confidence': 0.9994988066728532}]",1,1.0,1.0
test39-BMW4FL-medium.jpg,test39,medium,BMW4FL,"[{'plate': 'BMW4FL', 'confidence': 0.9999409748423005}]",1,1.0,1.0
test41-DPV4680-medium.jpg,test41,medium,DPV4680,"[{'plate': 'DPV4680', 'confidence': 0.9997473288484138}]",1,1.0,1.0
test43-NYP916-medium.jpg,test43,medium,NYP916,"[{'plate': 'NYP916', 'confidence': 0.9999819754301316}]",1,1.0,1.0
test44-00638-medium.JPG,test44,medium,00638,"[{'plate': '00638', 'confidence': 0.992088804163984}]",1,1.0,1.0
test49-BETANOT-medium.jpg,test49,medium,BETANOT,"[{'plate': 'BETANOT', 'confidence': 0.8976619422183394}]",1,1.0,1.0
test51-A697HNB-medium.jpg,test51,medium,A697HNB,"[{'plate': 'A697HNB', 'confidence': 0.9998941907917804}]",1,1.0,1.0
test53-VANDAMN-medium.jpg,test53,medium,VANDAMN,"[{'plate': 'VANDAMN', 'confidence': 0.9697324366901156}]",1,1.0,1.0
test55-SM11HTC-medium.jpg,test55,medium,SM11HTC,"[{'plate': 'B137012', 'confidence': 0.9969955242414947}, {'plate': 'SM05DFO', 'confidence': 0.8769966407441752}]",0,0.2857142857142857,0.2857142857142857
test58-GPG-medium.jpg,test58,medium,GPG,"[{'plate': 'GPGG', 'confidence': 0.9015277663588476}]",0,0.75,1.0
test60-9-medium.jpg,test60,medium,9,"[{'plate': '9', 'confidence': 0.8799822728372513}, {'plate': 'NOT_FOUND', 'confidence': 0.0}]",1,1.0,1.0
test64-YJX4976-medium.jpg,test64,medium,YJX4976,"[{'plate': 'YJX4976', 'confidence': 0.9991204273974215}]",1,1.0,1.0
test65-516AHQ-medium.jpg,test65,medium,516AHQ,"[{'plate': '516AHQ', 'confidence': 0.9948169328418435}, {'plate': 'QR35MM', 'confidence': 0.49911574512274715}]",1,1.0,1.0
test67-3SAM123-medium.jpg,test67,medium,3SAM123,"[{'plate': '3SAM123', 'confidence': 0.9998001314883715}]",1,1.0,1.0
test70-RRRRUN-medium.jpg,test70,medium,RRRRUN,"[{'plate': 'RRRRUN', 'confidence': 0.9998866711367288}]",1,1.0,1.0
test73-ASPACE-medium.jpg,test73,medium,ASPACE,"[{'plate': 'ASPACE', 'confidence': 0.9998829424129212}]",1,1.0,1.0
test74-UM96201-medium.jpg,test74,medium,UM96201,"[{'plate': 'UM96201', 'confidence': 0.9997814152036618}]",1,1.0,1.0
test75-YL08WUE-medium.jpg,test75,medium,YL08WUE,"[{'plate': 'YL08WUE', 'confidence': 0.999953936445417}]",1,1.0,1.0
test76-VY90540-medium.jpg,test76,medium,VY90540,"[{'plate': 'VY90540', 'confidence': 0.9999118925670185}]",1,1.0,1.0
